ESSClassic,VarRet,VarDiscRet,MinVanillaIw,EpsThisIter,MaxVanillaIw,AvgNormIw,J,AvgDiscRet,IterType,Delta,AvgVanillaIw,VarJ,VanillaAvgRet,AvgEpLen,ESSRenyi,Bound,VarNormIw,eRenyi2,MaxNormIw,MinNormIw,VarVanillaIw,AvgRet,BatchSize
500.000006643,1330.49570702,1330.49570702,1.0,100,1.0,0.002,-65.0017,-62.9578786236,1,1.0,1.0,39.5394,-62.9578786236,91.66,500.0,-65.0017,5.43187e-20,1.0,0.002,0.002,,-62.9578786236,500
100.0,2585.97259054,2585.97259054,1.0,100,1.0,0.01,-65.9797,-65.9796898609,2,1.0,1.0,50.5976,-65.9796898609,94.31,500.0,-65.9797,3.50449e-18,1.0,0.01,0.01,,-65.9796898609,500
200.000000102,3764.70044313,3764.70044313,1.0,100,1.0,0.005,-68.8345,-71.6894060105,2,1.0,1.0,56.1403,-71.6894060105,102.29,500.0,-68.8345,2.1793e-19,1.0,0.005,0.005,,-71.6894060105,500
299.999969474,2561.74655678,2561.74655678,1.0,100,1.0,0.00333333,-68.2534,-67.0909740444,2,1.0,1.0,54.2882,-67.0909740444,96.31,500.0,-68.2534,5.43914e-20,1.0,0.00333333,0.00333333,,-67.0909740444,500
400.0,51.0749355736,51.0749355736,1.0,100,1.0,0.0025,-66.1286,-59.7544654679,2,1.0,1.0,47.2926,-59.7544654679,87.5,500.0,-66.1286,5.4346e-20,1.0,0.0025,0.0025,,-59.7544654679,500
500.000006643,2573.32018076,2573.32018076,1.0,100,1.0,0.002,-66.2774,-66.8724333893,1,1.0,1.0,47.9466,-66.8724333893,96.18,500.0,-66.2774,5.43187e-20,1.0,0.002,0.002,,-66.8724333893,500
100.0,61.425606861,61.425606861,1.0,100,1.0,0.01,-62.2184,-62.218422225,2,1.0,1.0,7.79816,-62.218422225,91.85,500.0,-62.2184,3.50449e-18,1.0,0.01,0.01,,-62.218422225,500
200.000000102,1325.75196917,1325.75196917,1.0,100,1.0,0.005,-63.7732,-65.3279391587,2,1.0,1.0,26.2501,-65.3279391587,95.61,500.0,-63.7732,2.1793e-19,1.0,0.005,0.005,,-65.3279391587,500
299.999969474,2583.92487619,2583.92487619,1.0,100,1.0,0.00333333,-64.6456,-66.3904233812,2,1.0,1.0,36.2436,-66.3904233812,95.68,500.0,-64.6456,5.43914e-20,1.0,0.00333333,0.00333333,,-66.3904233812,500
400.0,2564.30344949,2564.30344949,1.0,100,1.0,0.0025,-65.5544,-68.2808838575,2,1.0,1.0,40.2783,-68.2808838575,98.36,500.0,-65.5544,5.4346e-20,1.0,0.0025,0.0025,,-68.2808838575,500
500.000006643,1318.98345785,1318.98345785,1.0,100,1.0,0.002,-65.3727,-64.6458221208,1,1.0,1.0,39.4863,-64.6458221208,94.1,500.0,-65.3727,5.43187e-20,1.0,0.002,0.002,,-64.6458221208,500
100.0,2558.35299181,2558.35299181,1.0,100,1.0,0.01,-68.6076,-68.6076316731,2,1.0,1.0,50.3266,-68.6076316731,98.79,500.0,-68.6076,3.50449e-18,1.0,0.01,0.01,,-68.6076316731,500
200.000000102,3786.37144352,3786.37144352,1.0,100,1.0,0.005,-70.1435,-71.6793912914,2,1.0,1.0,56.0624,-71.6793912914,102.01,500.0,-70.1435,2.1793e-19,1.0,0.005,0.005,,-71.6793912914,500
299.999969474,63.9678246407,63.9678246407,1.0,100,1.0,0.00333333,-66.8766,-60.3427087131,2,1.0,1.0,46.2362,-60.3427087131,88.86,500.0,-66.8766,5.43914e-20,1.0,0.00333333,0.00333333,,-60.3427087131,500
400.0,2570.80208416,2570.80208416,1.0,100,1.0,0.0025,-66.9427,-67.1410414685,2,1.0,1.0,47.3247,-67.1410414685,96.91,500.0,-66.9427,5.4346e-20,1.0,0.0025,0.0025,,-67.1410414685,500
500.000006643,2572.81949707,2572.81949707,1.0,100,1.0,0.002,-67.0781,-67.6199117282,1,1.0,1.0,47.9708,-67.6199117282,96.87,500.0,-67.0781,5.43187e-20,1.0,0.002,0.002,,-67.6199117282,500
100.0,64.2525885594,64.2525885594,1.0,100,1.0,0.01,-59.7319,-59.7319357283,2,1.0,1.0,7.97559,-59.7319357283,87.85,500.0,-59.7319,3.50449e-18,1.0,0.01,0.01,,-59.7319357283,500
200.000000102,1339.44330664,1339.44330664,1.0,100,1.0,0.005,-61.9334,-64.1349001507,2,1.0,1.0,26.4514,-64.1349001507,93.45,500.0,-61.9334,2.1793e-19,1.0,0.005,0.005,,-64.1349001507,500
299.999969474,45.4043172458,45.4043172458,1.0,100,1.0,0.00333333,-61.4009,-60.3357574803,2,1.0,1.0,21.9545,-60.3357574803,88.8,500.0,-61.4009,5.43914e-20,1.0,0.00333333,0.00333333,,-60.3357574803,500
400.0,1336.28974733,1336.28974733,1.0,100,1.0,0.0025,-61.8953,-63.3786125989,2,1.0,1.0,26.3242,-63.3786125989,92.17,500.0,-61.8953,5.4346e-20,1.0,0.0025,0.0025,,-63.3786125989,500
500.000006643,46.5612057371,46.5612057371,1.0,100,1.0,0.002,-61.7323,-61.0802457629,1,1.0,1.0,23.7423,-61.0802457629,90.19,500.0,-61.7323,5.43187e-20,1.0,0.002,0.002,,-61.0802457629,500
100.0,1322.20387712,1322.20387712,1.0,100,1.0,0.01,-64.9316,-64.9315978999,2,1.0,1.0,36.1799,-64.9315978999,94.42,500.0,-64.9316,3.50449e-18,1.0,0.01,0.01,,-64.9315978999,500
200.000000102,1335.69835388,1335.69835388,1.0,100,1.0,0.005,-64.6616,-64.3915554404,2,1.0,1.0,36.2731,-64.3915554404,93.46,500.0,-64.6616,2.1793e-19,1.0,0.005,0.005,,-64.3915554404,500
299.999969474,1331.82704136,1331.82704136,1.0,100,1.0,0.00333333,-64.1498,-63.1262341174,2,1.0,1.0,36.293,-63.1262341174,91.46,500.0,-64.1498,5.43914e-20,1.0,0.00333333,0.00333333,,-63.1262341174,500
400.0,2580.90543162,2580.90543162,1.0,100,1.0,0.0025,-65.263,-68.6025541082,2,1.0,1.0,40.378,-68.6025541082,99.0,500.0,-65.263,5.4346e-20,1.0,0.0025,0.0025,,-68.6025541082,500
500.000006643,2599.6794867,2599.6794867,1.0,100,1.0,0.002,-65.4284,-66.0901852553,1,1.0,1.0,42.6515,-66.0901852553,94.98,500.0,-65.4284,5.43187e-20,1.0,0.002,0.002,,-66.0901852553,500
100.0,3801.55624568,3801.55624568,1.0,100,1.0,0.01,-70.0914,-70.0914327727,2,1.0,1.0,61.3477,-70.0914327727,100.29,500.0,-70.0914,3.50449e-18,1.0,0.01,0.01,,-70.0914327727,500
200.000000102,62.6229024966,62.6229024966,1.0,100,1.0,0.005,-65.159,-60.2266205214,2,1.0,1.0,44.0125,-60.2266205214,89.22,500.0,-65.159,2.1793e-19,1.0,0.005,0.005,,-60.2266205214,500
299.999969474,2554.13020865,2554.13020865,1.0,100,1.0,0.00333333,-66.4882,-69.1466611062,2,1.0,1.0,46.2363,-69.1466611062,99.56,500.0,-66.4882,5.43914e-20,1.0,0.00333333,0.00333333,,-69.1466611062,500
400.0,3759.24950472,3759.24950472,1.0,100,1.0,0.0025,-67.9996,-72.5335222772,2,1.0,1.0,50.4045,-72.5335222772,104.06,500.0,-67.9996,5.4346e-20,1.0,0.0025,0.0025,,-72.5335222772,500
500.000006643,4996.66986477,4996.66986477,1.0,100,1.0,0.002,-69.321,-74.6066289312,1,1.0,1.0,55.0347,-74.6066289312,104.68,500.0,-69.321,5.43187e-20,1.0,0.002,0.002,,-74.6066289312,500
