AvgEpLen,EpsThisIter,VarDiscRet,eRenyi2,Delta,MinVanillaIw,AvgDiscRet,AvgRet,MaxNormIw,VanillaAvgRet,Bound,AvgNormIw,AvgVanillaIw,MaxVanillaIw,J,IterType,MinNormIw,VarNormIw,VarVanillaIw,ESSClassic,ESSRenyi,VarRet,VarJ,BatchSize
48.48,100,1063.36119867,1.0,0.5,1.0,19.443938785,19.443938785,0.00333333,19.443938785,4.06177,0.00333333,1.0,1.0,9.17012,2,0.00333333,5.43914e-20,,299.999969474,500.0,1063.36119867,27.4452,500
132.26,100,2180.15436815,1.0,0.5,1.0,-6.7439815491,-6.7439815491,0.0025,-6.7439815491,-1.89477,0.0025,1.0,1.0,5.1916,2,0.0025,5.4346e-20,,400.0,500.0,2180.15436815,33.9412,500
40.72,100,297.106385536,1.07192,0.5,0.128138,-1.12041447497,-1.12041447497,0.083307,-1.12041447497,81.8915,0.002,2367.88,98630.5,88.4537,1,1.0823e-07,0.000162887,2.28321e+08,12.0075989088,466.450836654,297.106385536,0.16676,500
38.68,100,464.71813169,1.0,0.5,1.0,-4.67752300581,-4.67752300581,0.01,-4.67752300581,-9.78601,0.01,1.0,1.0,-4.67752,2,0.01,3.50449e-18,,100.0,500.0,464.71813169,21.4493,500
87.34,100,1212.91891051,1.0,0.5,1.0,3.56228394696,3.56228394696,0.005,3.56228394696,-5.98396,0.005,1.0,1.0,-0.55762,2,0.005,2.1793e-19,,200.000000102,500.0,1212.91891051,29.1102,500
34.56,100,287.814420872,1.0,0.5,1.0,-1.69273612705,-1.69273612705,0.00333333,-1.69273612705,-5.36658,0.00333333,1.0,1.0,-0.935992,2,0.00333333,5.43914e-20,,299.999969474,500.0,287.814420872,25.6944,500
52.92,100,2906.04851464,1.0,0.5,1.0,19.5212777996,19.5212777996,0.0025,19.5212777996,-3.52887,0.0025,1.0,1.0,4.17832,2,0.0025,5.4346e-20,,400.0,500.0,2906.04851464,35.9565,500
52.58,100,2126.03754983,1.08411,0.5,0.252588,-5.10572387344,-5.10572387344,0.0999766,-5.10572387344,146.932,0.002,3342.41,167081.0,154.109,1,1.51141e-07,0.000196299,5.48248e+08,10.004692568,461.206026824,2126.03754983,0.247112,500
44.78,100,510.440382315,1.0,0.5,1.0,16.5851896108,16.5851896108,0.01,16.5851896108,11.0343,0.01,1.0,1.0,16.5852,2,0.01,3.50449e-18,,100.0,500.0,510.440382315,22.4797,500
54.46,100,2240.31019583,1.0,0.5,1.0,18.0318375146,18.0318375146,0.005,18.0318375146,8.01706,0.005,1.0,1.0,17.3085,2,0.005,2.1793e-19,,200.000000102,500.0,2240.31019583,36.9072,500
39.7,100,341.681889753,1.0,0.5,1.0,-2.10974441648,-2.10974441648,0.00333333,-2.10974441648,3.24932,0.00333333,1.0,1.0,10.8358,2,0.00333333,5.43914e-20,,299.999969474,500.0,341.681889753,33.2362,500
32.34,100,319.336104056,1.0,0.5,1.0,10.4908059026,10.4908059026,0.0025,10.4908059026,4.17947,0.0025,1.0,1.0,10.7495,2,0.0025,5.4346e-20,,400.0,500.0,319.336104056,30.1254,500
54.36,100,976.631122861,1.07503,0.5,0.37699,-0.390486454522,-0.390486454522,0.0833025,-0.390486454522,125.262,0.002,2066.92,86089.9,131.355,1,3.64783e-07,0.000162869,1.73951e+08,12.008898309,465.103364336,976.631122861,0.29938,500
59.78,100,1362.47041561,1.0,0.5,1.0,-10.2299198968,-10.2299198968,0.01,-10.2299198968,-16.4742,0.01,1.0,1.0,-10.2299,2,0.01,3.50449e-18,,100.0,500.0,1362.47041561,36.7266,500
49.02,100,604.774843563,1.0,0.5,1.0,17.4252304576,17.4252304576,0.005,17.4252304576,-0.81772,0.005,1.0,1.0,3.59766,2,0.005,2.1793e-19,,200.000000102,500.0,604.774843563,34.1319,500
107.44,100,921.573868189,1.0,0.5,1.0,14.406279056,14.406279056,0.00333333,14.406279056,3.59539,0.00333333,1.0,1.0,7.20053,2,0.00333333,5.43914e-20,,299.999969474,500.0,921.573868189,33.2677,500
57.5,100,1121.77310438,1.0,0.5,1.0,-7.81905051617,-7.81905051617,0.0025,-7.81905051617,-0.634397,0.0025,1.0,1.0,3.44564,2,0.0025,5.4346e-20,,400.0,500.0,1121.77310438,33.9115,500
38.82,100,482.6212039,1.08232,0.5,0.204949,-5.48779850926,-5.48779850926,0.0833235,-5.48779850926,56.3049,0.002,6984.95,291005.0,60.1014,1,5.86829e-08,0.000162953,1.9876e+09,12.0028338352,461.969778308,482.6212039,0.0351927,500
36.04,100,628.019363245,1.0,0.5,1.0,-9.45236061054,-9.45236061054,0.01,-9.45236061054,-15.6201,0.01,1.0,1.0,-9.45236,2,0.01,3.50449e-18,,100.0,500.0,628.019363245,24.9347,500
34.86,100,884.584835415,1.0,0.5,1.0,-9.54887012493,-9.54887012493,0.005,-9.54887012493,-14.1985,0.005,1.0,1.0,-9.50062,2,0.005,2.1793e-19,,200.000000102,500.0,884.584835415,27.3631,500
46.12,100,150.789077723,1.0,0.5,1.0,0.81781001686,0.81781001686,0.00333333,0.81781001686,-9.89698,0.00333333,1.0,1.0,-6.06114,2,0.00333333,5.43914e-20,,299.999969474,500.0,150.789077723,23.9287,500
47.32,100,1715.48140393,1.0,0.5,1.0,-0.683659296651,-0.683659296651,0.0025,-0.683659296651,-8.85997,0.0025,1.0,1.0,-4.71677,2,0.0025,5.4346e-20,,400.0,500.0,1715.48140393,29.3162,500
52.44,100,1108.31630816,1.12113,0.5,0.0637482,17.8167653949,17.8167653949,0.0833281,17.8167653949,70.4792,0.002,12660.5,527486.0,74.403,1,1.00704e-08,0.000162972,6.53058e+09,12.0015010029,445.977998525,1108.31630816,0.0253102,500
50.24,100,1045.62979175,1.0,0.5,1.0,5.92677287464,5.92677287464,0.01,5.92677287464,-1.36627,0.01,1.0,1.0,5.92677,2,0.01,3.50449e-18,,100.0,500.0,1045.62979175,32.1741,500
59.06,100,352.721353069,1.0,0.5,1.0,-11.3303490425,-11.3303490425,0.005,-11.3303490425,-7.85875,0.005,1.0,1.0,-2.70179,2,0.005,2.1793e-19,,200.000000102,500.0,352.721353069,27.6882,500
45.0,100,200.490616309,1.0,0.5,1.0,16.8610180029,16.8610180029,0.00333333,16.8610180029,-0.391491,0.00333333,1.0,1.0,3.81915,2,0.00333333,5.43914e-20,,299.999969474,500.0,200.490616309,25.7351,500
43.0,100,1331.65874663,1.0,0.5,1.0,3.28447951528,3.28447951528,0.0025,3.28447951528,-0.366699,0.0025,1.0,1.0,3.68548,2,0.0025,5.4346e-20,,400.0,500.0,1331.65874663,28.7465,500
42.26,100,789.002709724,1.09427,0.5,0.103251,14.6285134887,14.6285134887,0.0833255,14.6285134887,77.2459,0.002,8697.14,362347.0,81.0373,1,2.37437e-08,0.000162961,3.08161e+09,12.0022460401,456.927317872,789.002709724,0.041343,500
