Delta,AvgDiscRet,AvgVanillaIw,AvgEpLen,AvgRet,ESSClassic,MaxVanillaIw,VanillaAvgRet,MinVanillaIw,AvgNormIw,VarVanillaIw,BatchSize,Bound,VarDiscRet,VarNormIw,EpsThisIter,J,IterType,eRenyi2,MaxNormIw,VarRet,ESSRenyi,MinNormIw,VarJ
1.0,-75.924147802,1.0,462.35,-75.924147802,400.0,1.0,-75.924147802,1.0,0.0025,,500,-75.5109,1138.48510688,5.4346e-20,100,-75.5109,2,1.0,0.0025,1138.48510688,500.0,0.0025,36.6615
1.0,-76.3907841814,1.0,461.92,-76.3907841814,500.000006643,1.0,-76.3907841814,1.0,0.002,,500,-75.6869,1140.40747838,5.43187e-20,100,-75.6869,1,1.0,0.002,1140.40747838,500.0,0.002,36.0719
1.0,-75.5021435962,1.0,470.82,-75.5021435962,100.0,1.0,-75.5021435962,1.0,0.01,,500,-75.5021,1281.00166529,3.50449e-18,100,-75.5021,2,1.0,0.01,1281.00166529,500.0,0.01,35.6117
1.0,-79.9112794772,1.0,471.53,-79.9112794772,200.000000102,1.0,-79.9112794772,1.0,0.005,,500,-77.7067,1310.99206028,2.1793e-19,100,-77.7067,2,1.0,0.005,1310.99206028,500.0,0.005,35.8873
1.0,-83.9452352978,1.0,466.96,-83.9452352978,299.999969474,1.0,-83.9452352978,1.0,0.00333333,,500,-79.7862,1185.19757909,5.43914e-20,100,-79.7862,2,1.0,0.00333333,1185.19757909,500.0,0.00333333,35.4734
1.0,-76.5046421373,1.0,461.94,-76.5046421373,400.0,1.0,-76.5046421373,1.0,0.0025,,500,-78.9658,1173.74147718,5.4346e-20,100,-78.9658,2,1.0,0.0025,1173.74147718,500.0,0.0025,35.1609
1.0,-77.6546665086,1.0,464.93,-77.6546665086,500.000006643,1.0,-77.6546665086,1.0,0.002,,500,-78.7036,1487.65863507,5.43187e-20,100,-78.7036,1,1.0,0.002,1487.65863507,500.0,0.002,35.8311
1.0,-74.1237756699,1.0,456.37,-74.1237756699,100.0,1.0,-74.1237756699,1.0,0.01,,500,-74.1238,1136.4005019,3.50449e-18,100,-74.1238,2,1.0,0.01,1136.4005019,500.0,0.01,33.5416
1.0,-80.6234696338,1.0,464.83,-80.6234696338,200.000000102,1.0,-80.6234696338,1.0,0.005,,500,-77.3736,1288.37014372,2.1793e-19,100,-77.3736,2,1.0,0.005,1288.37014372,500.0,0.005,34.7969
1.0,-77.2093774891,1.0,464.82,-77.2093774891,299.999969474,1.0,-77.2093774891,1.0,0.00333333,,500,-77.3189,1212.64435465,5.43914e-20,100,-77.3189,2,1.0,0.00333333,1212.64435465,500.0,0.00333333,34.7476
1.0,-74.2486558867,1.0,455.54,-74.2486558867,400.0,1.0,-74.2486558867,1.0,0.0025,,500,-76.5513,1587.812736,5.4346e-20,100,-76.5513,2,1.0,0.0025,1587.812736,500.0,0.0025,36.0596
1.0,-71.6045971583,1.0,466.85,-71.6045971583,500.000006643,1.0,-71.6045971583,1.0,0.002,,500,-75.562,1191.51008132,5.43187e-20,100,-75.562,1,1.0,0.002,1191.51008132,500.0,0.002,35.7781
1.0,-82.1925444857,1.0,466.17,-82.1925444857,100.0,1.0,-82.1925444857,1.0,0.01,,500,-82.1925,1468.81998317,3.50449e-18,100,-82.1925,2,1.0,0.01,1468.81998317,500.0,0.01,38.1331
1.0,-74.6165243953,1.0,479.26,-74.6165243953,200.000000102,1.0,-74.6165243953,1.0,0.005,,500,-78.4045,1194.28617831,2.1793e-19,100,-78.4045,2,1.0,0.005,1194.28617831,500.0,0.005,36.5046
1.0,-76.3304436918,1.0,482.5,-76.3304436918,299.999969474,1.0,-76.3304436918,1.0,0.00333333,,500,-77.7132,1587.25875189,5.43914e-20,100,-77.7132,2,1.0,0.00333333,1587.25875189,500.0,0.00333333,37.5918
1.0,-76.7365940766,1.0,462.43,-76.7365940766,400.0,1.0,-76.7365940766,1.0,0.0025,,500,-77.469,1419.5735313,5.4346e-20,100,-77.469,2,1.0,0.0025,1419.5735313,500.0,0.0025,37.5683
1.0,-79.3844590673,1.0,472.94,-79.3844590673,500.000006643,1.0,-79.3844590673,1.0,0.002,,500,-77.8521,1218.38935074,5.43187e-20,100,-77.8521,1,1.0,0.002,1218.38935074,500.0,0.002,37.0261
1.0,-74.9472794024,1.0,461.75,-74.9472794024,100.0,1.0,-74.9472794024,1.0,0.01,,500,-74.9473,1133.41795601,3.50449e-18,100,-74.9473,2,1.0,0.01,1133.41795601,500.0,0.01,33.4975
1.0,-79.463821714,1.0,479.64,-79.463821714,200.000000102,1.0,-79.463821714,1.0,0.005,,500,-77.2056,1049.88818982,2.1793e-19,100,-77.2056,2,1.0,0.005,1049.88818982,500.0,0.005,32.952
1.0,-70.6081198435,1.0,477.93,-70.6081198435,299.999969474,1.0,-70.6081198435,1.0,0.00333333,,500,-75.0064,1238.00159936,5.43914e-20,100,-75.0064,2,1.0,0.00333333,1238.00159936,500.0,0.00333333,33.795
1.0,-72.6814178739,1.0,480.81,-72.6814178739,400.0,1.0,-72.6814178739,1.0,0.0025,,500,-74.4252,1020.97335481,5.4346e-20,100,-74.4252,2,1.0,0.0025,1020.97335481,500.0,0.0025,33.3209
1.0,-74.8986689321,1.0,468.91,-74.8986689321,500.000006643,1.0,-74.8986689321,1.0,0.002,,500,-74.5199,1675.66006449,5.43187e-20,100,-74.5199,1,1.0,0.002,1675.66006449,500.0,0.002,34.9291
1.0,-78.0334521982,1.0,464.3,-78.0334521982,100.0,1.0,-78.0334521982,1.0,0.01,,500,-78.0334,1173.71457573,3.50449e-18,100,-78.0334,2,1.0,0.01,1173.71457573,500.0,0.01,34.0878
1.0,-77.0293092671,1.0,460.03,-77.0293092671,200.000000102,1.0,-77.0293092671,1.0,0.005,,500,-77.5314,1422.90656623,2.1793e-19,100,-77.5314,2,1.0,0.005,1422.90656623,500.0,0.005,35.855
1.0,-74.4517744405,1.0,466.98,-74.4517744405,299.999969474,1.0,-74.4517744405,1.0,0.00333333,,500,-76.5048,1179.49382799,5.43914e-20,100,-76.5048,2,1.0,0.00333333,1179.49382799,500.0,0.00333333,35.3326
1.0,-76.4771425247,1.0,460.82,-76.4771425247,400.0,1.0,-76.4771425247,1.0,0.0025,,500,-76.4979,1295.4578623,5.4346e-20,100,-76.4979,2,1.0,0.0025,1295.4578623,500.0,0.0025,35.4531
1.0,-75.9220285001,1.0,480.24,-75.9220285001,500.000006643,1.0,-75.9220285001,1.0,0.002,,500,-76.3827,1458.78780485,5.43187e-20,100,-76.3827,1,1.0,0.002,1458.78780485,500.0,0.002,35.9782
1.0,-85.2188835406,1.0,451.19,-85.2188835406,100.0,1.0,-85.2188835406,1.0,0.01,,500,-85.2189,1830.21035132,3.50449e-18,100,-85.2189,2,1.0,0.01,1830.21035132,500.0,0.01,42.5665
1.0,-79.4981907736,1.0,452.25,-79.4981907736,200.000000102,1.0,-79.4981907736,1.0,0.005,,500,-82.3585,1382.0260136,2.1793e-19,100,-82.3585,2,1.0,0.005,1382.0260136,500.0,0.005,39.978
1.0,-76.4094537945,1.0,471.36,-76.4094537945,299.999969474,1.0,-76.4094537945,1.0,0.00333333,,500,-80.3755,1285.81100451,5.43914e-20,100,-80.3755,2,1.0,0.00333333,1285.81100451,500.0,0.00333333,38.6998
1.0,-76.2023736294,1.0,476.43,-76.2023736294,400.0,1.0,-76.2023736294,1.0,0.0025,,500,-79.3322,1031.90150741,5.4346e-20,100,-79.3322,2,1.0,0.0025,1031.90150741,500.0,0.0025,37.1741
