VarRet,MaxNormIw,VarNormIw,ESSClassic,Bound,AvgRet,MaxVanillaIw,MinNormIw,AvgDiscRet,EpsThisIter,eRenyi2,ESSRenyi,VarDiscRet,AvgVanillaIw,IterType,MinVanillaIw,VarVanillaIw,Delta,AvgNormIw,AvgEpLen,VarJ,VanillaAvgRet,BatchSize,J
44.0787692941,0.005,2.1793e-19,200.000000102,-61.8818,-60.4404050821,1.0,0.005,-60.4404050821,100,1.0,500.0,44.0787692941,1.0,2,1.0,,1.0,0.005,89.19,25.9681,-60.4404050821,500,-61.8818
45.4604211802,0.00333333,5.43914e-20,299.999969474,-60.8258,-58.7137694846,1.0,0.00333333,-58.7137694846,100,1.0,500.0,45.4604211802,1.0,2,1.0,,1.0,0.00333333,86.42,21.6054,-58.7137694846,500,-60.8258
1327.59445061,0.0025,5.4346e-20,400.0,-61.2996,-62.7210926835,1.0,0.0025,-62.7210926835,100,1.0,500.0,1327.59445061,1.0,2,1.0,,1.0,0.0025,90.95,26.0643,-62.7210926835,500,-61.2996
34.7043080969,0.002,5.43187e-20,500.000006643,-60.6929,-58.2660733023,1.0,0.002,-58.2660733023,100,1.0,500.0,34.7043080969,1.0,1,1.0,,1.0,0.002,85.53,23.4909,-58.2660733023,500,-60.6929
60.6795904269,0.01,3.50449e-18,100.0,-60.2816,-60.2815736532,1.0,0.01,-60.2815736532,100,1.0,500.0,60.6795904269,1.0,2,1.0,,1.0,0.01,88.58,7.75066,-60.2815736532,500,-60.2816
70.5411993514,0.005,2.1793e-19,200.000000102,-60.5993,-60.9170602803,1.0,0.005,-60.9170602803,100,1.0,500.0,70.5411993514,1.0,2,1.0,,1.0,0.005,90.28,8.06568,-60.9170602803,500,-60.5993
1322.17703458,0.00333333,5.43914e-20,299.999969474,-61.2693,-62.6093871965,1.0,0.00333333,-62.6093871965,100,1.0,500.0,1322.17703458,1.0,2,1.0,,1.0,0.00333333,90.86,21.9223,-62.6093871965,500,-61.2693
51.4823747623,0.0025,5.4346e-20,400.0,-60.6371,-58.7404018526,1.0,0.0025,-58.7404018526,100,1.0,500.0,51.4823747623,1.0,2,1.0,,1.0,0.0025,86.09,19.3489,-58.7404018526,500,-60.6371
2577.00600093,0.002,5.43187e-20,500.000006643,-61.8151,-66.527099916,1.0,0.002,-66.527099916,100,1.0,500.0,2577.00600093,1.0,1,1.0,,1.0,0.002,95.66,28.5535,-66.527099916,500,-61.8151
46.2402877651,0.01,3.50449e-18,100.0,-60.4724,-60.4724303676,1.0,0.01,-60.4724303676,100,1.0,500.0,46.2402877651,1.0,2,1.0,,1.0,0.01,88.79,6.76594,-60.4724303676,500,-60.4724
63.4622255233,0.005,2.1793e-19,200.000000102,-60.3886,-60.3047397549,1.0,0.005,-60.3047397549,100,1.0,500.0,63.4622255233,1.0,2,1.0,,1.0,0.005,88.92,7.36952,-60.3047397549,500,-60.3886
59.414429477,0.00333333,5.43914e-20,299.999969474,-59.7645,-58.5164536938,1.0,0.00333333,-58.5164536938,100,1.0,500.0,59.414429477,1.0,2,1.0,,1.0,0.00333333,85.94,7.52277,-58.5164536938,500,-59.7645
3802.77713863,0.0025,5.4346e-20,400.0,-62.3268,-70.0136761008,1.0,0.0025,-70.0136761008,100,1.0,500.0,3802.77713863,1.0,2,1.0,,1.0,0.0025,99.56,31.6753,-70.0136761008,500,-62.3268
1328.60882634,0.002,5.43187e-20,500.000006643,-62.5393,-63.3892458436,1.0,0.002,-63.3892458436,100,1.0,500.0,1328.60882634,1.0,1,1.0,,1.0,0.002,92.6,32.6482,-63.3892458436,500,-62.5393
66.9582171063,0.01,3.50449e-18,100.0,-59.9927,-59.9926636402,1.0,0.01,-59.9926636402,100,1.0,500.0,66.9582171063,1.0,2,1.0,,1.0,0.01,88.31,8.14178,-59.9926636402,500,-59.9927
1332.47474391,0.005,2.1793e-19,200.000000102,-61.0743,-62.1559229816,1.0,0.005,-62.1559229816,100,1.0,500.0,1332.47474391,1.0,2,1.0,,1.0,0.005,90.51,26.3418,-62.1559229816,500,-61.0743
50.3886219076,0.00333333,5.43914e-20,299.999969474,-60.9948,-60.8358511695,1.0,0.00333333,-60.8358511695,100,1.0,500.0,50.3886219076,1.0,2,1.0,,1.0,0.00333333,89.53,21.8914,-60.8358511695,500,-60.9948
1321.89538826,0.0025,5.4346e-20,400.0,-61.4552,-62.8365243526,1.0,0.0025,-62.8365243526,100,1.0,500.0,1321.89538826,1.0,2,1.0,,1.0,0.0025,91.03,26.2151,-62.8365243526,500,-61.4552
1324.94936291,0.002,5.43187e-20,500.000006643,-61.6364,-62.3610303454,1.0,0.002,-62.3610303454,100,1.0,500.0,1324.94936291,1.0,1,1.0,,1.0,0.002,90.36,28.5001,-62.3610303454,500,-61.6364
49.2552362194,0.01,3.50449e-18,100.0,-59.0893,-59.0893238363,1.0,0.01,-59.0893238363,100,1.0,500.0,49.2552362194,1.0,2,1.0,,1.0,0.01,86.87,6.98303,-59.0893238363,500,-59.0893
39.9766918601,0.005,2.1793e-19,200.000000102,-59.5628,-60.0361845197,1.0,0.005,-60.0361845197,100,1.0,500.0,39.9766918601,1.0,2,1.0,,1.0,0.005,88.81,6.66288,-60.0361845197,500,-59.5628
40.8601696616,0.00333333,5.43914e-20,299.999969474,-59.3548,-58.9388516274,1.0,0.00333333,-58.9388516274,100,1.0,500.0,40.8601696616,1.0,2,1.0,,1.0,0.00333333,86.44,6.57011,-58.9388516274,500,-59.3548
48.6150670393,0.0025,5.4346e-20,400.0,-59.5911,-60.3000088002,1.0,0.0025,-60.3000088002,100,1.0,500.0,48.6150670393,1.0,2,1.0,,1.0,0.0025,88.52,6.67641,-60.3000088002,500,-59.5911
34.1403691202,0.002,5.43187e-20,500.000006643,-59.4283,-58.7772125004,1.0,0.002,-58.7772125004,100,1.0,500.0,34.1403691202,1.0,1,1.0,,1.0,0.002,85.94,6.52115,-58.7772125004,500,-59.4283
1322.18274916,0.01,3.50449e-18,100.0,-63.2935,-63.2934598236,1.0,0.01,-63.2934598236,100,1.0,500.0,1322.18274916,1.0,2,1.0,,1.0,0.01,91.92,36.1796,-63.2934598236,500,-63.2935
48.412501836,0.005,2.1793e-19,200.000000102,-61.5181,-59.7428294322,1.0,0.005,-59.7428294322,100,1.0,500.0,48.412501836,1.0,2,1.0,,1.0,0.005,87.77,26.1074,-59.7428294322,500,-61.5181
45.4117844532,0.00333333,5.43914e-20,299.999969474,-60.5871,-58.7251025136,1.0,0.00333333,-58.7251025136,100,1.0,500.0,45.4117844532,1.0,2,1.0,,1.0,0.00333333,86.45,21.7052,-58.7251025136,500,-60.5871
1318.149034,0.0025,5.4346e-20,400.0,-61.2993,-63.435898923,1.0,0.0025,-63.435898923,100,1.0,500.0,1318.149034,1.0,2,1.0,,1.0,0.0025,92.69,26.0979,-63.435898923,500,-61.2993
2563.70272349,0.002,5.43187e-20,500.000006643,-62.4372,-66.9885576966,1.0,0.002,-66.9885576966,100,1.0,500.0,2563.70272349,1.0,1,1.0,,1.0,0.002,96.42,32.5219,-66.9885576966,500,-62.4372
