AvgEpLen,AvgNormIw,VanillaAvgRet,MaxVanillaIw,Delta,VarVanillaIw,BatchSize,EpsThisIter,Bound,AvgDiscRet,VarJ,ESSClassic,VarDiscRet,VarRet,IterType,ESSRenyi,AvgRet,eRenyi2,MinNormIw,J,MinVanillaIw,VarNormIw,AvgVanillaIw,MaxNormIw
87.22,0.00333333,-59.4967023329,1.0,1.0,,500,100,-60.4798,-59.4967023329,21.7957,299.999969474,48.6274698173,48.6274698173,2,500.0,-59.4967023329,1.0,0.00333333,-60.4798,1.0,5.43914e-20,1.0,0.00333333
96.19,0.0025,-66.7735190038,1.0,1.0,,500,100,-62.0532,-66.7735190038,31.5848,400.0,2561.13808046,2561.13808046,2,500.0,-66.7735190038,1.0,0.0025,-62.0532,1.0,5.4346e-20,1.0,0.0025
98.6,0.002,-69.4985272732,1.0,1.0,,500,100,-63.5423,-69.4985272732,39.5111,500.000006643,3808.96752017,3808.96752017,1,500.0,-69.4985272732,1.0,0.002,-63.5423,1.0,5.43187e-20,1.0,0.002
100.94,0.01,-70.7748090702,1.0,1.0,,500,100,-70.7748,-70.7748090702,61.1576,100.0,3778.0306635,3778.0306635,2,500.0,-70.7748090702,1.0,0.01,-70.7748,1.0,3.50449e-18,1.0,0.01
86.07,0.005,-58.5874264848,1.0,1.0,,500,100,-64.6811,-58.5874264848,44.0324,200.000000102,63.8345884175,63.8345884175,2,500.0,-58.5874264848,1.0,0.005,-64.6811,1.0,2.1793e-19,1.0,0.005
97.85,0.00333333,-67.893695965,1.0,1.0,,500,100,-65.752,-67.893695965,46.2481,299.999969474,2557.62941574,2557.62941574,2,500.0,-67.893695965,1.0,0.00333333,-65.752,1.0,5.43914e-20,1.0,0.00333333
98.72,0.0025,-69.7382038748,1.0,1.0,,500,100,-66.7485,-69.7382038748,50.5034,400.0,3811.9400875,3811.9400875,2,500.0,-69.7382038748,1.0,0.0025,-66.7485,1.0,5.4346e-20,1.0,0.0025
96.0,0.002,-66.8749487907,1.0,1.0,,500,100,-66.7738,-66.8749487907,50.4851,500.000006643,2566.98289497,2566.98289497,1,500.0,-66.8749487907,1.0,0.002,-66.7738,1.0,5.43187e-20,1.0,0.002
105.4,0.01,-75.5791400591,1.0,1.0,,500,100,-75.5791,-75.5791400591,78.5377,100.0,6230.47018803,6230.47018803,2,500.0,-75.5791400591,1.0,0.01,-75.5791,1.0,3.50449e-18,1.0,0.01
91.81,0.005,-63.2435599615,1.0,1.0,,500,100,-69.4113,-63.2435599615,61.4263,200.000000102,1315.27717045,1315.27717045,2,500.0,-63.2435599615,1.0,0.005,-69.4113,1.0,2.1793e-19,1.0,0.005
90.84,0.00333333,-62.5830437337,1.0,1.0,,500,100,-67.1352,-62.5830437337,54.4199,299.999969474,1320.33264119,1320.33264119,2,500.0,-62.5830437337,1.0,0.00333333,-67.1352,1.0,5.43914e-20,1.0,0.00333333
97.31,0.0025,-67.5785987711,1.0,1.0,,500,100,-67.2461,-67.5785987711,53.4462,400.0,2566.9385351,2566.9385351,2,500.0,-67.5785987711,1.0,0.0025,-67.2461,1.0,5.4346e-20,1.0,0.0025
94.8,0.002,-65.6916143437,1.0,1.0,,500,100,-66.9352,-65.6916143437,52.8995,500.000006643,2589.75220825,2589.75220825,1,500.0,-65.6916143437,1.0,0.002,-66.9352,1.0,5.43187e-20,1.0,0.002
94.99,0.01,-66.2541545253,1.0,1.0,,500,100,-66.2542,-66.2541545253,50.5467,100.0,2580.78046081,2580.78046081,2,500.0,-66.2541545253,1.0,0.01,-66.2542,1.0,3.50449e-18,1.0,0.01
94.16,0.005,-65.5989197141,1.0,1.0,,500,100,-65.9265,-65.5989197141,50.5747,200.000000102,2586.27473658,2586.27473658,2,500.0,-65.5989197141,1.0,0.005,-65.9265,1.0,2.1793e-19,1.0,0.005
87.63,0.00333333,-59.6711886723,1.0,1.0,,500,100,-63.8414,-59.6711886723,41.6001,299.999969474,50.5218839715,50.5218839715,2,500.0,-59.6711886723,1.0,0.00333333,-63.8414,1.0,5.43914e-20,1.0,0.00333333
86.99,0.0025,-59.4123605374,1.0,1.0,,500,100,-62.7342,-59.4123605374,36.2643,400.0,54.5411755734,54.5411755734,2,500.0,-59.4123605374,1.0,0.0025,-62.7342,1.0,5.4346e-20,1.0,0.0025
90.7,0.002,-62.5247049969,1.0,1.0,,500,100,-62.6923,-62.5247049969,36.2525,500.000006643,1324.01216135,1324.01216135,1,500.0,-62.5247049969,1.0,0.002,-62.6923,1.0,5.43187e-20,1.0,0.002
88.05,0.01,-59.7556751594,1.0,1.0,,500,100,-59.7557,-59.7556751594,7.0703,100.0,50.4940703537,50.4940703537,2,500.0,-59.7556751594,1.0,0.01,-59.7557,1.0,3.50449e-18,1.0,0.01
87.39,0.005,-59.6093306418,1.0,1.0,,500,100,-59.6825,-59.6093306418,6.84135,200.000000102,44.0487720712,44.0487720712,2,500.0,-59.6093306418,1.0,0.005,-59.6825,1.0,2.1793e-19,1.0,0.005
94.8,0.00333333,-66.0230379564,1.0,1.0,,500,100,-61.796,-66.0230379564,29.9518,299.999969474,2596.89157651,2596.89157651,2,500.0,-66.0230379564,1.0,0.00333333,-61.796,1.0,5.43914e-20,1.0,0.00333333
88.05,0.0025,-59.7898887588,1.0,1.0,,500,100,-61.2945,-59.7898887588,26.1637,400.0,44.2548207985,44.2548207985,2,500.0,-59.7898887588,1.0,0.0025,-61.2945,1.0,5.4346e-20,1.0,0.0025
88.19,0.002,-60.0856570368,1.0,1.0,,500,100,-61.0527,-60.0856570368,23.601,500.000006643,46.1598110292,46.1598110292,1,500.0,-60.0856570368,1.0,0.002,-61.0527,1.0,5.43187e-20,1.0,0.002
91.78,0.01,-63.1584770197,1.0,1.0,,500,100,-63.1585,-63.1584770197,36.2094,100.0,1324.36313156,1324.36313156,2,500.0,-63.1584770197,1.0,0.01,-63.1585,1.0,3.50449e-18,1.0,0.01
88.52,0.005,-60.3184812939,1.0,1.0,,500,100,-61.7385,-60.3184812939,26.1823,200.000000102,56.441947845,56.441947845,2,500.0,-60.3184812939,1.0,0.005,-61.7385,1.0,2.1793e-19,1.0,0.005
92.03,0.00333333,-63.4710844702,1.0,1.0,,500,100,-62.316,-63.4710844702,29.9196,299.999969474,1325.77184833,1325.77184833,2,500.0,-63.4710844702,1.0,0.00333333,-62.316,1.0,5.43914e-20,1.0,0.00333333
106.92,0.0025,-76.7714353584,1.0,1.0,,500,100,-65.9299,-76.7714353584,47.3854,400.0,6201.27098249,6201.27098249,2,500.0,-76.7714353584,1.0,0.0025,-65.9299,1.0,5.4346e-20,1.0,0.0025
94.33,0.002,-65.8608136435,1.0,1.0,,500,100,-65.9161,-65.8608136435,48.0541,500.000006643,2590.36276891,2590.36276891,1,500.0,-65.8608136435,1.0,0.002,-65.9161,1.0,5.43187e-20,1.0,0.002
87.51,0.01,-59.4749376389,1.0,1.0,,500,100,-59.4749,-59.4749376389,6.83682,100.0,47.2142857843,47.2142857843,2,500.0,-59.4749376389,1.0,0.01,-59.4749,1.0,3.50449e-18,1.0,0.01
98.65,0.005,-69.4671162201,1.0,1.0,,500,100,-64.471,-69.4671162201,44.0138,200.000000102,3815.91821544,3815.91821544,2,500.0,-69.4671162201,1.0,0.005,-64.471,1.0,2.1793e-19,1.0,0.005
