AvgNormIw,AvgDiscRet,AvgEpLen,AvgVanillaIw,J,ESSRenyi,VarRet,VarNormIw,AvgRet,IterType,MaxNormIw,MaxVanillaIw,BatchSize,MinNormIw,ESSClassic,VanillaAvgRet,VarDiscRet,MinVanillaIw,EpsThisIter,eRenyi2,VarVanillaIw,Delta,VarJ,Bound
0.0025,-65.195699857,94.96,1.0,-63.2057,500.0,1321.93867231,5.4346e-20,-65.195699857,2,0.0025,1.0,500,0.0025,400.0,-65.195699857,1321.93867231,1.0,100,1.0,,1.0,26.2381,-63.2057
0.002,-60.4303228378,89.16,1.0,-62.6506,500.0,57.5929925344,5.43187e-20,-60.4303228378,1,0.002,1.0,500,0.002,500.000006643,-60.4303228378,57.5929925344,1.0,100,1.0,,1.0,23.7358,-62.6506
0.01,-60.7333588815,89.65,1.0,-60.7334,500.0,58.2701668554,3.50449e-18,-60.7333588815,2,0.01,1.0,500,0.01,100.0,-60.7333588815,58.2701668554,1.0,100,1.0,,1.0,7.59523,-60.7334
0.005,-60.8611880386,90.36,1.0,-60.7973,500.0,57.3326499852,2.1793e-19,-60.8611880386,2,0.005,1.0,500,0.005,200.000000102,-60.8611880386,57.3326499852,1.0,100,1.0,,1.0,7.56488,-60.7973
0.00333333,-61.8402754381,91.4,1.0,-61.1449,500.0,50.1573118393,5.43914e-20,-61.8402754381,2,0.00333333,1.0,500,0.00333333,299.999969474,-61.8402754381,50.1573118393,1.0,100,1.0,,1.0,7.41251,-61.1449
0.0025,-65.6792532553,96.01,1.0,-62.2785,500.0,1336.24304022,5.4346e-20,-65.6792532553,2,0.0025,1.0,500,0.0025,400.0,-65.6792532553,1336.24304022,1.0,100,1.0,,1.0,19.3852,-62.2785
0.002,-60.7186426641,89.72,1.0,-61.9665,500.0,83.6026144073,5.43187e-20,-60.7186426641,1,0.002,1.0,500,0.002,500.000006643,-60.7186426641,83.6026144073,1.0,100,1.0,,1.0,17.8205,-61.9665
0.01,-63.5405454701,94.6,1.0,-63.5405,500.0,66.6691597613,3.50449e-18,-63.5405454701,2,0.01,1.0,500,0.01,100.0,-63.5405454701,66.6691597613,1.0,100,1.0,,1.0,8.12419,-63.5405
0.005,-65.9632533012,96.7,1.0,-64.7519,500.0,1325.73922955,2.1793e-19,-65.9632533012,2,0.005,1.0,500,0.005,200.000000102,-65.9632533012,1325.73922955,1.0,100,1.0,,1.0,26.2814,-64.7519
0.00333333,-62.343040852,92.09,1.0,-63.949,500.0,60.7034213939,5.43914e-20,-62.343040852,2,0.00333333,1.0,500,0.00333333,299.999969474,-62.343040852,60.7034213939,1.0,100,1.0,,1.0,21.9498,-63.949
0.0025,-62.3646232191,92.06,1.0,-63.5529,500.0,74.5971970163,5.4346e-20,-62.3646232191,2,0.0025,1.0,500,0.0025,400.0,-62.3646232191,74.5971970163,1.0,100,1.0,,1.0,19.5008,-63.5529
0.002,-61.1818263693,90.37,1.0,-63.0787,500.0,49.7588250873,5.43187e-20,-61.1818263693,1,0.002,1.0,500,0.002,500.000006643,-61.1818263693,49.7588250873,1.0,100,1.0,,1.0,17.7475,-63.0787
0.01,-61.1949883662,90.06,1.0,-61.195,500.0,61.8916777998,3.50449e-18,-61.1949883662,2,0.01,1.0,500,0.01,100.0,-61.1949883662,61.8916777998,1.0,100,1.0,,1.0,7.82769,-61.195
0.005,-65.4509644073,95.41,1.0,-63.323,500.0,1325.36461466,2.1793e-19,-65.4509644073,2,0.005,1.0,500,0.005,200.000000102,-65.4509644073,1325.36461466,1.0,100,1.0,,1.0,26.2911,-63.323
0.00333333,-66.3146677652,97.64,1.0,-64.3202,500.0,1313.74884171,5.43914e-20,-66.3146677652,2,0.00333333,1.0,500,0.00333333,299.999969474,-66.3146677652,1313.74884171,1.0,100,1.0,,1.0,29.9389,-64.3202
0.0025,-60.8878169167,89.98,1.0,-63.4621,500.0,67.3275145245,5.4346e-20,-60.8878169167,2,0.0025,1.0,500,0.0025,400.0,-60.8878169167,67.3275145245,1.0,100,1.0,,1.0,26.2893,-63.4621
0.002,-61.2250940564,90.27,1.0,-63.0147,500.0,61.6801399915,5.43187e-20,-61.2250940564,1,0.002,1.0,500,0.002,500.000006643,-61.2250940564,61.6801399915,1.0,100,1.0,,1.0,23.789,-63.0147
0.01,-60.6353183764,89.1,1.0,-60.6353,500.0,43.2380442184,3.50449e-18,-60.6353183764,2,0.01,1.0,500,0.01,100.0,-60.6353183764,43.2380442184,1.0,100,1.0,,1.0,6.5426,-60.6353
0.005,-66.5756802972,97.39,1.0,-63.6055,500.0,1299.51472981,2.1793e-19,-66.5756802972,2,0.005,1.0,500,0.005,200.000000102,-66.5756802972,1299.51472981,1.0,100,1.0,,1.0,25.9516,-63.6055
0.00333333,-65.6057062016,95.68,1.0,-64.2722,500.0,1325.74216129,5.43914e-20,-65.6057062016,2,0.00333333,1.0,500,0.00333333,299.999969474,-65.6057062016,1325.74216129,1.0,100,1.0,,1.0,29.7888,-64.2722
0.0025,-60.7142693175,89.66,1.0,-63.3827,500.0,63.6756066101,5.4346e-20,-60.7142693175,2,0.0025,1.0,500,0.0025,400.0,-60.7142693175,63.6756066101,1.0,100,1.0,,1.0,26.147,-63.3827
0.002,-60.6554714222,89.36,1.0,-62.8373,500.0,57.7978252233,5.43187e-20,-60.6554714222,1,0.002,1.0,500,0.002,500.000006643,-60.6554714222,57.7978252233,1.0,100,1.0,,1.0,23.6551,-62.8373
0.01,-61.2292491288,91.03,1.0,-61.2292,500.0,59.2630260375,3.50449e-18,-61.2292491288,2,0.01,1.0,500,0.01,100.0,-61.2292491288,59.2630260375,1.0,100,1.0,,1.0,7.65966,-61.2292
0.005,-61.2043771668,90.06,1.0,-61.2168,500.0,51.7794909883,2.1793e-19,-61.2043771668,2,0.005,1.0,500,0.005,200.000000102,-61.2043771668,51.7794909883,1.0,100,1.0,,1.0,7.41392,-61.2168
0.00333333,-65.176812961,94.84,1.0,-62.5368,500.0,1327.13606365,5.43914e-20,-65.176812961,2,0.00333333,1.0,500,0.00333333,299.999969474,-65.176812961,1327.13606365,1.0,100,1.0,,1.0,21.8651,-62.5368
0.0025,-76.4710406929,108.63,1.0,-66.0204,500.0,4934.39125511,5.4346e-20,-76.4710406929,2,0.0025,1.0,500,0.0025,400.0,-76.4710406929,4934.39125511,1.0,100,1.0,,1.0,40.2024,-66.0204
0.002,-63.5000139104,94.34,1.0,-65.5163,500.0,52.7680218311,5.43187e-20,-63.5000139104,1,0.002,1.0,500,0.002,500.000006643,-63.5000139104,52.7680218311,1.0,100,1.0,,1.0,36.1172,-65.5163
0.01,-61.8456191389,91.33,1.0,-61.8456,500.0,53.1827149073,3.50449e-18,-61.8456191389,2,0.01,1.0,500,0.01,100.0,-61.8456191389,53.1827149073,1.0,100,1.0,,1.0,7.25609,-61.8456
0.005,-64.0866586697,93.46,1.0,-62.9661,500.0,1316.95099813,2.1793e-19,-64.0866586697,2,0.005,1.0,500,0.005,200.000000102,-64.0866586697,1316.95099813,1.0,100,1.0,,1.0,26.0667,-62.9661
0.00333333,-68.1448720838,98.3,1.0,-64.6924,500.0,2576.84575968,5.43914e-20,-68.1448720838,2,0.00333333,1.0,500,0.00333333,299.999969474,-68.1448720838,2576.84575968,1.0,100,1.0,,1.0,36.1843,-64.6924
