AvgVanillaIw,AvgDiscRet,VarJ,VarDiscRet,Bound,ESSClassic,AvgEpLen,ESSRenyi,MinNormIw,IterType,BatchSize,eRenyi2,AvgNormIw,J,VanillaAvgRet,MinVanillaIw,Delta,MaxVanillaIw,EpsThisIter,AvgRet,VarVanillaIw,MaxNormIw,VarRet,VarNormIw
1.0,-55.3338727333,7.50188,45.497405203,-57.2546,200.000000102,80.48,500.0,0.005,2,500,1.0,0.005,-57.2546,-55.3338727333,1.0,1.0,1.0,100,-55.3338727333,,0.005,45.497405203,2.1793e-19
1.0,-65.1970534974,30.1689,2601.89556235,-59.9021,299.999969474,92.6,500.0,0.00333333,2,500,1.0,0.00333333,-59.9021,-65.1970534974,1.0,1.0,1.0,100,-65.1970534974,,0.00333333,2601.89556235,5.43914e-20
1.0,-58.4329981002,26.4651,70.208701126,-59.5348,400.0,85.53,500.0,0.0025,2,500,1.0,0.0025,-59.5348,-58.4329981002,1.0,1.0,1.0,100,-58.4329981002,,0.0025,70.208701126,5.4346e-20
1.0,-58.3903281495,23.8894,51.3690769121,-59.3059,500.000006643,85.23,500.0,0.002,1,500,1.0,0.002,-59.3059,-58.3903281495,1.0,1.0,1.0,100,-58.3903281495,,0.002,51.3690769121,5.43187e-20
1.0,-64.976996038,50.7215,2598.66074263,-64.977,100.0,92.75,500.0,0.01,2,500,1.0,0.01,-64.977,-64.976996038,1.0,1.0,1.0,100,-64.976996038,,0.01,2598.66074263,3.50449e-18
1.0,-62.0862181179,44.1357,1332.38467589,-63.5316,200.000000102,89.31,500.0,0.005,2,500,1.0,0.005,-63.5316,-62.0862181179,1.0,1.0,1.0,100,-62.0862181179,,0.005,1332.38467589,2.1793e-19
1.0,-65.5882861027,46.4997,2614.07881886,-64.2172,299.999969474,93.63,500.0,0.00333333,2,500,1.0,0.00333333,-64.2172,-65.5882861027,1.0,1.0,1.0,100,-65.5882861027,,0.00333333,2614.07881886,5.43914e-20
1.0,-57.8049910279,40.5366,55.9238244805,-62.6141,400.0,84.18,500.0,0.0025,2,500,1.0,0.0025,-62.6141,-57.8049910279,1.0,1.0,1.0,100,-57.8049910279,,0.0025,55.9238244805,5.4346e-20
1.0,-68.9783454004,45.6198,3838.92026716,-63.887,500.000006643,97.41,500.0,0.002,1,500,1.0,0.002,-63.887,-68.9783454004,1.0,1.0,1.0,100,-68.9783454004,,0.002,3838.92026716,5.43187e-20
1.0,-61.2114221966,36.39,1337.60654183,-61.2114,100.0,88.07,500.0,0.01,2,500,1.0,0.01,-61.2114,-61.2114221966,1.0,1.0,1.0,100,-61.2114221966,,0.01,1337.60654183,3.50449e-18
1.0,-58.8631532422,26.3816,65.6507201843,-60.0373,200.000000102,85.98,500.0,0.005,2,500,1.0,0.005,-60.0373,-58.8631532422,1.0,1.0,1.0,100,-58.8631532422,,0.005,65.6507201843,2.1793e-19
1.0,-57.9448202862,22.1153,73.0866904201,-59.3398,299.999969474,84.25,500.0,0.00333333,2,500,1.0,0.00333333,-59.3398,-57.9448202862,1.0,1.0,1.0,100,-57.9448202862,,0.00333333,73.0866904201,5.43914e-20
1.0,-59.0568564978,19.507,55.334537948,-59.2691,400.0,86.24,500.0,0.0025,2,500,1.0,0.0025,-59.2691,-59.0568564978,1.0,1.0,1.0,100,-59.0568564978,,0.0025,55.334537948,5.4346e-20
1.0,-58.3673481528,17.8062,63.1882514279,-59.0887,500.000006643,84.9,500.0,0.002,1,500,1.0,0.002,-59.0887,-58.3673481528,1.0,1.0,1.0,100,-58.3673481528,,0.002,63.1882514279,5.43187e-20
1.0,-61.5591478541,36.3132,1331.97018177,-61.5591,100.0,88.67,500.0,0.01,2,500,1.0,0.01,-61.5591,-61.5591478541,1.0,1.0,1.0,100,-61.5591478541,,0.01,1331.97018177,3.50449e-18
1.0,-61.0510728222,36.4145,1346.72277664,-61.3051,200.000000102,87.55,500.0,0.005,2,500,1.0,0.005,-61.3051,-61.0510728222,1.0,1.0,1.0,100,-61.0510728222,,0.005,1346.72277664,2.1793e-19
1.0,-57.7334522547,30.0966,57.4532734111,-60.1146,299.999969474,83.96,500.0,0.00333333,2,500,1.0,0.00333333,-60.1146,-57.7334522547,1.0,1.0,1.0,100,-57.7334522547,,0.00333333,57.4532734111,5.43914e-20
1.0,-57.8477664237,26.3343,53.2457578518,-59.5479,400.0,84.36,500.0,0.0025,2,500,1.0,0.0025,-59.5479,-57.8477664237,1.0,1.0,1.0,100,-57.8477664237,,0.0025,53.2457578518,5.4346e-20
1.0,-57.4915679096,23.7948,54.1386828599,-59.1366,500.000006643,83.89,500.0,0.002,1,500,1.0,0.002,-59.1366,-57.4915679096,1.0,1.0,1.0,100,-57.4915679096,,0.002,54.1386828599,5.43187e-20
1.0,-58.5358268964,7.08075,50.6435165871,-58.5358,100.0,85.92,500.0,0.01,2,500,1.0,0.01,-58.5358,-58.5358268964,1.0,1.0,1.0,100,-58.5358268964,,0.01,50.6435165871,3.50449e-18
1.0,-66.1007997936,36.4331,2602.00981385,-62.3183,200.000000102,94.11,500.0,0.005,2,500,1.0,0.005,-62.3183,-66.1007997936,1.0,1.0,1.0,100,-66.1007997936,,0.005,2602.00981385,2.1793e-19
1.0,-61.4266654363,36.3989,1332.68544668,-62.0211,299.999969474,88.21,500.0,0.00333333,2,500,1.0,0.00333333,-62.0211,-61.4266654363,1.0,1.0,1.0,100,-61.4266654363,,0.00333333,1332.68544668,5.43914e-20
1.0,-58.9236011349,31.7906,61.349049794,-61.2467,400.0,85.9,500.0,0.0025,2,500,1.0,0.0025,-61.2467,-58.9236011349,1.0,1.0,1.0,100,-58.9236011349,,0.0025,61.349049794,5.4346e-20
1.0,-62.2645971663,32.7427,1330.32931922,-61.4503,500.000006643,89.61,500.0,0.002,1,500,1.0,0.002,-61.4503,-62.2645971663,1.0,1.0,1.0,100,-62.2645971663,,0.002,1330.32931922,5.43187e-20
1.0,-62.5393417437,36.37,1336.14002517,-62.5393,100.0,90.33,500.0,0.01,2,500,1.0,0.01,-62.5393,-62.5393417437,1.0,1.0,1.0,100,-62.5393417437,,0.01,1336.14002517,3.50449e-18
1.0,-59.0571508485,26.3997,65.7006059301,-60.7982,200.000000102,86.09,500.0,0.005,2,500,1.0,0.005,-60.7982,-59.0571508485,1.0,1.0,1.0,100,-59.0571508485,,0.005,65.7006059301,2.1793e-19
1.0,-61.5435411876,30.0983,1336.84532395,-61.0467,299.999969474,88.17,500.0,0.00333333,2,500,1.0,0.00333333,-61.0467,-61.5435411876,1.0,1.0,1.0,100,-61.5435411876,,0.00333333,1336.84532395,5.43914e-20
1.0,-58.4845006572,26.3332,51.6164373339,-60.4061,400.0,85.4,500.0,0.0025,2,500,1.0,0.0025,-60.4061,-58.4845006572,1.0,1.0,1.0,100,-58.4845006572,,0.0025,51.6164373339,5.4346e-20
1.0,-59.3979248363,23.8557,71.6143021609,-60.2045,500.000006643,86.79,500.0,0.002,1,500,1.0,0.002,-60.2045,-59.3979248363,1.0,1.0,1.0,100,-59.3979248363,,0.002,71.6143021609,5.43187e-20
