MinNormIw,Bound,AvgNormIw,AvgVanillaIw,VarVanillaIw,eRenyi2,Delta,ESSRenyi,J,MinVanillaIw,VanillaAvgRet,BatchSize,AvgEpLen,AvgDiscRet,MaxNormIw,IterType,VarNormIw,ESSClassic,VarRet,VarJ,AvgRet,EpsThisIter,MaxVanillaIw,VarDiscRet
0.0033333334,4916.565,0.0033333336,1.0,,1.0,0.95,500.0,4982.7915,1.0,4949.515606842491,500,495.01,4949.515606842491,0.0033333334,2,5.4391416e-20,299.999969473632,249951.2673543305,288.16275,4949.515606842491,100,1.0,249951.2673543305
0.0025,4929.6084,0.0024999997,1.0,,1.0,0.95,500.0,4986.9624,1.0,4999.474956908337,500,500.0,4999.474956908337,0.0025,2,5.434597e-20,400.0,0.3044119255354268,249.66092,4999.474956908337,100,1.0,0.3044119255354268
0.00024171876,4945.3413,0.002,0.9917842,0.0695334,1.064683,0.95,469.62337009730373,4998.2734,0.11986643,4999.536615756366,500,500.0,4999.536615756366,0.00277467,1,2.8276068e-07,467.0501342182994,0.24341947507522294,27.049564,4999.536615756366,100,1.375937,0.24341947507522294
0.01,4884.8486,0.009999998,1.0,,1.0,0.95,500.0,4999.5566,1.0,4999.556654692599,500,500.0,4999.556654692599,0.01,2,3.5044917e-18,100.0,0.20445234715884722,0.44989455,4999.556654692599,100,1.0,0.20445234715884722
0.005,4918.4126,0.0049999994,1.0,,1.0,0.95,500.0,4999.5234,1.0,4999.490148214188,500,500.0,4999.490148214188,0.005,2,2.179301e-19,200.00000010221265,0.20234108344106286,0.44996765,4999.490148214188,100,1.0,0.20234108344106286
0.0033333334,4933.2817,0.0033333336,1.0,,1.0,0.95,500.0,4999.5083,1.0,4999.477948684897,500,500.0,4999.477948684897,0.0033333334,2,5.4391416e-20,299.999969473632,0.21785207936439369,0.45534173,4999.477948684897,100,1.0,0.21785207936439369
0.0025,4942.1636,0.0024999997,1.0,,1.0,0.95,500.0,4999.5176,1.0,4999.546696084009,500,500.0,4999.546696084009,0.0025,2,5.434597e-20,400.0,0.19089256874169144,0.45057774,4999.546696084009,100,1.0,0.19089256874169144
0.0019957903,4948.2075,0.0020000003,1.0000117,1.6235722e-07,1.0000001,0.95,499.99994039536233,4999.5063,0.99790686,4999.455363001236,500,500.0,4999.455363001236,0.0020013389,1,6.494168e-13,499.9997835038481,0.3085778585274476,0.4733259,4999.455363001236,100,1.0006812,0.3085778585274476
0.01,4884.77,0.009999998,1.0,,1.0,0.95,500.0,4999.478,1.0,4999.477440351889,500,500.0,4999.477440351889,0.01,2,3.5044917e-18,100.0,0.24252668116728052,0.49001926,4999.477440351889,100,1.0,0.24252668116728052
0.005,4918.3374,0.0049999994,1.0,,1.0,0.95,500.0,4999.448,1.0,4999.419766917787,500,500.0,4999.419766917787,0.005,2,2.179301e-19,200.00000010221265,0.2834838405747338,0.5110823,4999.419766917787,100,1.0,0.2834838405747338
0.0033333334,4933.2705,0.0033333336,1.0,,1.0,0.95,500.0,4999.497,1.0,4999.594518222355,500,500.0,4999.594518222355,0.0033333334,2,5.4391416e-20,299.999969473632,0.13804513240163746,0.47372943,4999.594518222355,100,1.0,0.13804513240163746
0.0025,4942.16,0.0024999997,1.0,,1.0,0.95,500.0,4999.514,1.0,4999.565778161062,500,500.0,4999.565778161062,0.0025,2,5.434597e-20,400.0,0.25021270239534454,0.4807538,4999.565778161062,100,1.0,0.25021270239534454
0.0019796784,4948.215,0.002,0.99988025,6.486199e-06,1.0000061,0.95,499.99696018159756,4999.5137,0.98972064,4999.506432453995,500,500.0,4999.506432453995,0.0020159993,1,2.5951031e-11,499.9967740353111,0.22241770514857043,0.47795394,4999.506432453995,100,1.0078789,0.22241770514857043
0.01,4884.792,0.009999998,1.0,,1.0,0.95,500.0,4999.5,1.0,4999.499727527089,500,500.0,4999.499727527089,0.01,2,3.5044917e-18,100.0,0.21927555469384186,0.46593013,4999.499727527089,100,1.0,0.21927555469384186
0.005,4918.394,0.0049999994,1.0,,1.0,0.95,500.0,4999.505,1.0,4999.5106690998155,500,500.0,4999.5106690998155,0.005,2,2.179301e-19,200.00000010221265,0.1992885710415486,0.45521083,4999.5106690998155,100,1.0,0.1992885710415486
0.0033333334,4933.2734,0.0033333336,1.0,,1.0,0.95,500.0,4999.5,1.0,4999.490272072364,500,500.0,4999.490272072364,0.0033333334,2,5.4391416e-20,299.999969473632,0.23526111517799864,0.46458617,4999.490272072364,100,1.0,0.23526111517799864
0.0025,4942.156,0.0024999997,1.0,,1.0,0.95,500.0,4999.51,1.0,4999.540003486734,500,500.0,4999.540003486734,0.0025,2,5.434597e-20,400.0,0.23713919520925966,0.46997255,4999.540003486734,100,1.0,0.23713919520925966
0.002,4948.2036,0.0020000003,1.0,,1.0,0.95,500.0,4999.5024,1.0,4999.468205684679,500,500.0,4999.468205684679,0.002,1,5.431875e-20,500.00000664260017,0.2671653606483353,0.47945747,4999.468205684679,100,1.0,0.2671653606483353
0.01,4884.8506,0.009999998,1.0,,1.0,0.95,500.0,4999.5586,1.0,4999.558655626968,500,500.0,4999.558655626968,0.01,2,3.5044917e-18,100.0,0.21493479636012858,0.46126866,4999.558655626968,100,1.0,0.21493479636012858
