J,AvgDiscRet,MaxNormIw,VarDiscRet,MinNormIw,AvgVanillaIw,MaxVanillaIw,VarVanillaIw,ESSRenyi,AvgNormIw,IterType,Bound,BatchSize,VarNormIw,AvgRet,MinVanillaIw,VarRet,EpsThisIter,ESSClassic,eRenyi2,VarJ,AvgEpLen,VanillaAvgRet,Delta
-62.9467,-62.9467349793,0.01,1340.61641947,0.01,1.0,1.0,,500.0,0.01,2,-62.9467,500,3.50449e-18,-62.9467349793,1.0,1340.61641947,100,100.0,1.0,36.4309,91.11,-62.9467349793,1.0
-60.3384,-57.7300172363,0.005,63.4299674132,0.005,1.0,1.0,,500.0,0.005,2,-60.3384,500,2.1793e-19,-57.7300172363,1.0,63.4299674132,100,200.000000102,1.0,26.4916,84.34,-57.7300172363,1.0
-61.3728,-63.4416810986,0.00333333,1353.25809351,0.00333333,1.0,1.0,,500.0,0.00333333,2,-61.3728,500,5.43914e-20,-63.4416810986,1.0,1353.25809351,100,299.999969474,1.0,30.2752,91.81,-63.4416810986,1.0
-61.7771,-62.9898873129,0.0025,1357.80052301,0.0025,1.0,1.0,,500.0,0.0025,2,-61.7771,500,5.4346e-20,-62.9898873129,1.0,1357.80052301,100,400.0,1.0,31.9998,90.67,-62.9898873129,1.0
-61.2356,-59.069484868,0.002,79.7579189163,0.002,1.0,1.0,,500.0,0.002,1,-61.2356,500,5.43187e-20,-59.069484868,1.0,79.7579189163,100,500.000006643,1.0,28.9163,86.79,-59.069484868,1.0
-63.3918,-63.3917955442,0.01,1342.06397961,0.01,1.0,1.0,,500.0,0.01,2,-63.3918,500,3.50449e-18,-63.3917955442,1.0,1342.06397961,100,100.0,1.0,36.4506,91.26,-63.3917955442,1.0
-68.4314,-73.4711142981,0.005,5024.75420161,0.005,1.0,1.0,,500.0,0.005,2,-68.4314,500,2.1793e-19,-73.4711142981,1.0,5024.75420161,100,200.000000102,1.0,56.3646,103.3,-73.4711142981,1.0
-66.2709,-61.9497178519,0.00333333,1342.11609161,0.00333333,1.0,1.0,,500.0,0.00333333,2,-66.2709,500,5.43914e-20,-61.9497178519,1.0,1342.11609161,100,299.999969474,1.0,50.6973,89.71,-61.9497178519,1.0
-65.3712,-62.6722136956,0.0025,1345.94808411,0.0025,1.0,1.0,,500.0,0.0025,2,-65.3712,500,5.4346e-20,-62.6722136956,1.0,1345.94808411,100,400.0,1.0,47.5732,90.95,-62.6722136956,1.0
-64.7094,-62.062245384,0.002,1359.96932788,0.002,1.0,1.0,,500.0,0.002,1,-64.7094,500,5.43187e-20,-62.062245384,1.0,1359.96932788,100,500.000006643,1.0,45.6245,90.03,-62.062245384,1.0
-66.3097,-66.3096601167,0.01,2602.80659095,0.01,1.0,1.0,,500.0,0.01,2,-66.3097,500,3.50449e-18,-66.3096601167,1.0,2602.80659095,100,100.0,1.0,50.762,95.09,-66.3096601167,1.0
-64.1667,-62.0238136439,0.005,1351.59627165,0.005,1.0,1.0,,500.0,0.005,2,-64.1667,500,2.1793e-19,-62.0238136439,1.0,1351.59627165,100,200.000000102,1.0,44.2947,89.69,-62.0238136439,1.0
-62.6812,-59.7101208498,0.00333333,62.4371851034,0.00333333,1.0,1.0,,500.0,0.00333333,2,-62.6812,500,5.43914e-20,-59.7101208498,1.0,62.4371851034,100,299.999969474,1.0,36.5107,87.5,-59.7101208498,1.0
-63.668,-66.6285039152,0.0025,2596.37615039,0.0025,1.0,1.0,,500.0,0.0025,2,-63.668,500,5.4346e-20,-66.6285039152,1.0,2596.37615039,100,400.0,1.0,40.5623,95.21,-66.6285039152,1.0
-63.7175,-63.9151991324,0.002,1325.31918094,0.002,1.0,1.0,,500.0,0.002,1,-63.7175,500,5.43187e-20,-63.9151991324,1.0,1325.31918094,100,500.000006643,1.0,39.7324,92.51,-63.9151991324,1.0
-66.9457,-66.9456705406,0.01,2574.84959913,0.01,1.0,1.0,,500.0,0.01,2,-66.9457,500,3.50449e-18,-66.9456705406,1.0,2574.84959913,100,100.0,1.0,50.4886,95.99,-66.9456705406,1.0
-62.871,-58.7962920897,0.005,61.075565252,0.005,1.0,1.0,,500.0,0.005,2,-62.871,500,2.1793e-19,-58.7962920897,1.0,61.075565252,100,200.000000102,1.0,36.3509,85.86,-58.7962920897,1.0
-63.5824,-65.0052153635,0.00333333,2614.54675556,0.00333333,1.0,1.0,,500.0,0.00333333,2,-63.5824,500,5.43914e-20,-65.0052153635,1.0,2614.54675556,100,299.999969474,1.0,41.77,92.86,-65.0052153635,1.0
-66.9465,-77.0386629692,0.0025,6201.10955046,0.0025,1.0,1.0,,500.0,0.0025,2,-66.9465,500,5.4346e-20,-77.0386629692,1.0,6201.10955046,100,400.0,1.0,53.6403,107.29,-77.0386629692,1.0
-65.5208,-59.8179533832,0.002,63.4333551211,0.002,1.0,1.0,,500.0,0.002,1,-65.5208,500,5.43187e-20,-59.8179533832,1.0,63.4333551211,100,500.000006643,1.0,48.1925,87.9,-59.8179533832,1.0
-57.2656,-57.2656203839,0.01,81.899839476,0.01,1.0,1.0,,500.0,0.01,2,-57.2656,500,3.50449e-18,-57.2656203839,1.0,81.899839476,100,100.0,1.0,9.00449,83.88,-57.2656203839,1.0
-57.5147,-57.7638467152,0.005,63.774853545,0.005,1.0,1.0,,500.0,0.005,2,-57.5147,500,2.1793e-19,-57.7638467152,1.0,63.774853545,100,200.000000102,1.0,8.49535,84.65,-57.7638467152,1.0
-64.1301,-77.3608530934,0.00333333,6187.87745974,0.00333333,1.0,1.0,,500.0,0.00333333,2,-64.1301,500,5.43914e-20,-77.3608530934,1.0,6187.87745974,100,299.999969474,1.0,46.6652,108.01,-77.3608530934,1.0
-64.6188,-66.0849175636,0.0025,2608.70112392,0.0025,1.0,1.0,,500.0,0.0025,2,-64.6188,500,5.4346e-20,-66.0849175636,1.0,2608.70112392,100,400.0,1.0,47.7452,94.82,-66.0849175636,1.0
-63.6842,-59.9456478633,0.002,62.2866918369,0.002,1.0,1.0,,500.0,0.002,1,-63.6842,500,5.43187e-20,-59.9456478633,1.0,62.2866918369,100,500.000006643,1.0,42.8895,87.67,-59.9456478633,1.0
-58.9309,-58.9309161331,0.01,57.6231011504,0.01,1.0,1.0,,500.0,0.01,2,-58.9309,500,3.50449e-18,-58.9309161331,1.0,57.6231011504,100,100.0,1.0,7.55294,86.4,-58.9309161331,1.0
-66.1699,-73.4088664813,0.005,5027.92169907,0.005,1.0,1.0,,500.0,0.005,2,-66.1699,500,2.1793e-19,-73.4088664813,1.0,5027.92169907,100,200.000000102,1.0,50.6927,103.48,-73.4088664813,1.0
-63.7398,-58.8794880797,0.00333333,63.4343164797,0.00333333,1.0,1.0,,500.0,0.00333333,2,-63.7398,500,5.43914e-20,-58.8794880797,1.0,63.4343164797,100,299.999969474,1.0,41.7841,86.37,-58.8794880797,1.0
-68.5825,-83.1106978399,0.0025,8549.44727874,0.0025,1.0,1.0,,500.0,0.0025,2,-68.5825,500,5.4346e-20,-83.1106978399,1.0,8549.44727874,100,400.0,1.0,59.1251,113.8,-83.1106978399,1.0
-67.538,-63.3600612287,0.002,1347.46114945,0.002,1.0,1.0,,500.0,0.002,1,-67.538,500,5.43187e-20,-63.3600612287,1.0,1347.46114945,100,500.000006643,1.0,55.3876,92.01,-63.3600612287,1.0
