eRenyi2,J,VarVanillaIw,VarDiscRet,AvgDiscRet,VarNormIw,ESSRenyi,AvgRet,AvgVanillaIw,BatchSize,IterType,VanillaAvgRet,EpsThisIter,AvgEpLen,VarRet,AvgNormIw,Delta,ESSClassic,VarJ,MaxVanillaIw,MaxNormIw,MinNormIw,Bound,MinVanillaIw
1.0,-66.7831,,2561.1697908,-67.273117317,2.1793e-19,500.0,-67.273117317,1.0,500,2,-67.273117317,100,97.13,2561.1697908,0.005,1.0,200.000000102,50.4288,1.0,0.005,0.005,-66.7831,1.0
1.0,-66.7193,,2566.2891676,-66.5917201693,5.43914e-20,500.0,-66.5917201693,1.0,500,2,-66.5917201693,100,95.66,2566.2891676,0.00333333,1.0,299.999969474,50.4208,1.0,0.00333333,0.00333333,-66.7193,1.0
1.0,-64.3554,,40.0397592504,-57.2638001353,5.4346e-20,500.0,-57.2638001353,1.0,500,2,-57.2638001353,100,83.92,40.0397592504,0.0025,1.0,400.0,43.9701,1.0,0.0025,0.0025,-64.3554,1.0
1.0,-63.136,,39.6657492013,-58.2582158487,5.43187e-20,500.0,-58.2582158487,1.0,500,1,-58.2582158487,100,85.56,39.6657492013,0.002,1.0,500.000006643,39.5031,1.0,0.002,0.002,-63.136,1.0
1.0,-59.1945,,46.2736065467,-59.1945129848,3.50449e-18,500.0,-59.1945129848,1.0,500,2,-59.1945129848,100,86.83,46.2736065467,0.01,1.0,100.0,6.76837,1.0,0.01,0.01,-59.1945,1.0
1.0,-62.6304,,2569.9414803,-66.0663606295,2.1793e-19,500.0,-66.0663606295,1.0,500,2,-66.0663606295,100,94.82,2569.9414803,0.005,1.0,200.000000102,36.1501,1.0,0.005,0.005,-62.6304,1.0
1.0,-61.4215,,45.2563141324,-59.0034774284,5.43914e-20,500.0,-59.0034774284,1.0,500,2,-59.0034774284,100,86.77,45.2563141324,0.00333333,1.0,299.999969474,29.8174,1.0,0.00333333,0.00333333,-61.4215,1.0
1.0,-60.6812,,55.1942338331,-58.4605406359,5.4346e-20,500.0,-58.4605406359,1.0,500,2,-58.4605406359,100,85.54,55.1942338331,0.0025,1.0,400.0,26.1173,1.0,0.0025,0.0025,-60.6812,1.0
1.0,-60.3825,,40.274547567,-59.1873426656,5.43187e-20,500.0,-59.1873426656,1.0,500,1,-59.1873426656,100,87.1,40.274547567,0.002,1.0,500.000006643,23.5377,1.0,0.002,0.002,-60.3825,1.0
1.0,-58.1034,,41.1667148721,-58.1034124896,3.50449e-18,500.0,-58.1034124896,1.0,500,2,-58.1034124896,100,85.57,41.1667148721,0.01,1.0,100.0,6.38397,1.0,0.01,0.01,-58.1034,1.0
1.0,-58.5325,,43.6039247257,-58.9615736221,2.1793e-19,500.0,-58.9615736221,1.0,500,2,-58.9615736221,100,86.16,43.6039247257,0.005,1.0,200.000000102,6.49196,1.0,0.005,0.005,-58.5325,1.0
1.0,-58.5387,,36.0635576011,-58.5510733362,5.43914e-20,500.0,-58.5510733362,1.0,500,2,-58.5510733362,100,86.11,36.0635576011,0.00333333,1.0,299.999969474,6.32441,1.0,0.00333333,0.00333333,-58.5387,1.0
1.0,-58.578,,49.6150427266,-58.6960106418,5.4346e-20,500.0,-58.6960106418,1.0,500,2,-58.6960106418,100,86.17,49.6150427266,0.0025,1.0,400.0,6.50253,1.0,0.0025,0.0025,-58.578,1.0
1.0,-59.2599,,1327.19151259,-61.9874550241,5.43187e-20,500.0,-61.9874550241,1.0,500,1,-61.9874550241,100,89.63,1327.19151259,0.002,1.0,500.000006643,17.2763,1.0,0.002,0.002,-59.2599,1.0
1.0,-67.4189,,2564.64182527,-67.4188908103,3.50449e-18,500.0,-67.4188908103,1.0,500,2,-67.4188908103,100,97.49,2564.64182527,0.01,1.0,100.0,50.3884,1.0,0.01,0.01,-67.4189,1.0
1.0,-65.2605,,1317.25481237,-63.1021924818,2.1793e-19,500.0,-63.1021924818,1.0,500,2,-63.1021924818,100,92.11,1317.25481237,0.005,1.0,200.000000102,43.8885,1.0,0.005,0.005,-65.2605,1.0
1.0,-63.1353,,39.8680507893,-58.8847591598,5.43914e-20,500.0,-58.8847591598,1.0,500,2,-58.8847591598,100,86.46,39.8680507893,0.00333333,1.0,299.999969474,36.1431,1.0,0.00333333,0.00333333,-63.1353,1.0
1.0,-63.0879,,1323.02526871,-62.9457934585,5.4346e-20,500.0,-62.9457934585,1.0,500,2,-62.9457934585,100,92.06,1323.02526871,0.0025,1.0,400.0,36.1552,1.0,0.0025,0.0025,-63.0879,1.0
1.0,-63.0017,,1324.59796591,-62.6570431253,5.43187e-20,500.0,-62.6570431253,1.0,500,1,-62.6570431253,100,91.3,1324.59796591,0.002,1.0,500.000006643,36.1671,1.0,0.002,0.002,-63.0017,1.0
1.0,-62.3962,,1330.53668873,-62.3961954682,3.50449e-18,500.0,-62.3961954682,1.0,500,2,-62.3961954682,100,90.55,1330.53668873,0.01,1.0,100.0,36.2937,1.0,0.01,0.01,-62.3962,1.0
1.0,-60.8489,,48.29540996,-59.3016868195,2.1793e-19,500.0,-59.3016868195,1.0,500,2,-59.3016868195,100,86.96,48.29540996,0.005,1.0,200.000000102,26.1709,1.0,0.005,0.005,-60.8489,1.0
1.0,-60.1904,,35.5071095751,-58.8732440725,5.43914e-20,500.0,-58.8732440725,1.0,500,2,-58.8732440725,100,86.8,35.5071095751,0.00333333,1.0,299.999969474,21.6609,1.0,0.00333333,0.00333333,-60.1904,1.0
1.0,-61.3911,,2596.23439772,-64.9932878464,5.4346e-20,500.0,-64.9932878464,1.0,500,2,-64.9932878464,100,92.59,2596.23439772,0.0025,1.0,400.0,31.6036,1.0,0.0025,0.0025,-61.3911,1.0
1.0,-61.5274,,1331.52535277,-62.0725525826,5.43187e-20,500.0,-62.0725525826,1.0,500,1,-62.0725525826,100,90.0,1331.52535277,0.002,1.0,500.000006643,32.5998,1.0,0.002,0.002,-61.5274,1.0
1.0,-58.5551,,42.4321821309,-58.5550605631,3.50449e-18,500.0,-58.5550605631,1.0,500,2,-58.5550605631,100,86.08,42.4321821309,0.01,1.0,100.0,6.48135,1.0,0.01,0.01,-58.5551,1.0
1.0,-61.0821,,1329.5465795,-63.6091667177,2.1793e-19,500.0,-63.6091667177,1.0,500,2,-63.6091667177,100,92.87,1329.5465795,0.005,1.0,200.000000102,26.1824,1.0,0.005,0.005,-61.0821,1.0
1.0,-60.7781,,36.6185150088,-60.1701034132,5.43914e-20,500.0,-60.1701034132,1.0,500,2,-60.1701034132,100,88.99,36.6185150088,0.00333333,1.0,299.999969474,21.6629,1.0,0.00333333,0.00333333,-60.7781,1.0
1.0,-60.3881,,36.3418654065,-59.2181448559,5.4346e-20,500.0,-59.2181448559,1.0,500,2,-59.2181448559,100,87.0,36.3418654065,0.0025,1.0,400.0,19.0108,1.0,0.0025,0.0025,-60.3881,1.0
